name,tier,tier_name,iclevel,region,state,cfips,county,female,k_married,mr_kq5_pq1,mr_ktop1_pq1,par_mean,par_median,par_rank,par_q1,par_q2,par_q3,par_q4,par_q5,par_top10pc,par_top5pc,par_top1pc,par_toppt1pc
Missouri Western State University,5,Selective public,1,2,MO,29021,Buchanan,0.56177926,0.60997272,0.015143937,0.000320756,76115.88527,68300,0.548424967,0.10289053,0.17616084,0.2718882,0.28437495,0.16468555,0.053573091,0.021899005,0.003820924,3.16E-05
Mitchell College,6,Selective private,1,1,CT,9011,New London,0.46774194,0.38548803,0.009104523,0,180719.8958,98200,0.672095021,0.086093329,0.12383898,0.12046909,0.2655676,0.40403098,0.24207534,0.13712779,0.040631358,0.006366388
Mitchell Community College,9,Two-year (public and private not-for-profit),2,3,NC,37097,Iredell,0.63474828,0.4651953,0.005066407,0,75533.3903,64700,0.51290281,0.13071288,0.20195496,0.25963843,0.26492915,0.1427646,0.053215407,0.017056881,0.004257031,5.98E-05
Mitchell Technical Institute,9,Two-year (public and private not-for-profit),2,2,SD,46035,Davison,0.24444444,0.65438241,0.031252477,0,69268.23958,59000,0.506131152,0.098648891,0.22425063,0.29786858,0.28043464,0.098797187,0.035490129,0.009681391,0.001238887,0.000212185
Moberly Area Community College,9,Two-year (public and private not-for-profit),2,2,MO,29175,Randolph,0.59774435,0.55200404,0.012388569,1.04E-05,69534.94462,59600,0.485139379,0.13825664,0.23246351,0.28735986,0.23355734,0.10836256,0.034134872,0.012267121,0.004293731,5.34E-05
Mohave Community College,9,Two-year (public and private not-for-profit),2,4,AZ,4015,Mohave,0.5807541,0.43458474,0.018149551,0,56676.10854,45400,0.420524679,0.23548166,0.27090436,0.2148179,0.18784161,0.090954565,0.023726638,0.007007811,0.00189436,8.57E-05
Mohawk Valley Community College - SUNY Office Of Community Colleg,9,Two-year (public and private not-for-profit),2,1,NY,36065,Oneida,0.47329155,0.44757539,0.016158979,0,67192.78971,58300,0.490637845,0.16150478,0.21694525,0.25307289,0.23632413,0.13215289,0.041741449,0.012765383,0.002173387,7.87E-05
Monmouth College,6,Selective private,1,2,IL,17187,Warren,0.54510307,0.6862331,0.01511289,0,110877.3681,88100,0.645223279,0.052175865,0.096552446,0.20018828,0.32130218,0.32978117,0.15281129,0.046721835,0.00664073,0.001529881
Monmouth University,6,Selective private,1,1,NJ,34025,Monmouth,0.55414015,0.56945187,0.020736568,0,153799.3427,110000,0.70662697,0.054560877,0.10687322,0.15016945,0.19145498,0.49694154,0.30688956,0.14437032,0.022766531,0.001750018
Monroe College,10,Four-year for-profit,1,1,NY,36005,Bronx,0.65457809,0.14089283,0.038198788,0,33202.24348,28200,0.270053203,0.43616086,0.33110058,0.16464275,0.050588813,0.017506996,0.005224276,0.002121335,0.000448814,3.27E-05
Monroe Community College,9,Two-year (public and private not-for-profit),2,1,NY,36055,Monroe,0.48521844,0.44981116,0.010565179,7.76E-06,86939.69085,77200,0.577881166,0.11283089,0.15246011,0.20088312,0.29921669,0.23460937,0.085477404,0.029405305,0.003873722,0.000594488
Monroe County Community College,9,Two-year (public and private not-for-profit),2,2,MI,26115,Monroe,0.50937951,0.56207031,0.007721389,4.29E-05,92759.91927,84800,0.629822473,0.06776192,0.12176617,0.18092214,0.33015943,0.29939044,0.078087725,0.0132239,0.001292601,0.000178553
Montana State University - Billings,5,Selective public,1,4,MT,30111,Yellowstone,0.61638319,0.5757243,0.015617129,0.000378442,78631.74958,66000,0.532272874,0.11296272,0.18474336,0.27181381,0.27120125,0.15927891,0.057215501,0.028366767,0.003514122,0.000132564
Montana State University - Northern,5,Selective public,1,4,MT,30041,Hill,0.45624104,0.61411512,0.036096528,0,67140.27201,56100,0.482491208,0.15079901,0.21835557,0.28979272,0.2393079,0.10174479,0.042036213,0.014637184,0.002524595,2.21E-06
Montana State University Bozeman,5,Selective public,1,4,MT,30031,Gallatin,0.4568907,0.62624168,0.014773595,0.000187506,120835.0298,84500,0.635109705,0.067110226,0.13743395,0.20279565,0.26978043,0.32287967,0.18084008,0.1052838,0.019138973,0.000647888
Montana Tech Of The University Of Montana,5,Selective public,1,4,MT,30093,Silver Bow,0.38674581,0.62296385,0.033390671,0.003969186,74936.85047,68300,0.541951982,0.1143111,0.15242678,0.28692287,0.28589925,0.16043998,0.060052197,0.019797787,0.005146712,1.52E-05
Montcalm Community College,9,Two-year (public and private not-for-profit),2,2,MI,26117,Montcalm,0.65420562,0.59960192,0.013173399,8.19E-05,66213.10417,63200,0.50316298,0.14910209,0.1864589,0.28042591,0.27702707,0.10698607,0.027490258,0.012681127,0.001409424,0.000140974
Montclair State University,5,Selective public,1,1,NJ,34013,Essex,0.61524165,0.52040797,0.031705961,0.000703081,102911.4088,86600,0.621281905,0.09459386,0.14680639,0.17308062,0.23869538,0.34682378,0.17252621,0.064403184,0.005478813,0.000242217
Monterey Peninsula College,9,Two-year (public and private not-for-profit),2,4,CA,6053,Monterey,0.503461,0.40147629,0.018193007,0.000453076,95532.72385,66100,0.540474981,0.1424603,0.18461625,0.23349822,0.215803,0.22362229,0.10230845,0.042623706,0.009215111,0.001404023
Montgomery College,9,Two-year (public and private not-for-profit),2,3,MD,24031,Montgomery,0.47370806,0.38975054,0.030352954,0.000226801,99038.23135,69000,0.55931568,0.13333452,0.20274495,0.19384463,0.18861206,0.28146392,0.15572681,0.063744187,0.008231239,0.001015385
Montgomery Community College,9,Two-year (public and private not-for-profit),2,3,NC,37123,Montgomery,0.58917195,0.43378404,0.008967762,0,58065.27619,51000,0.419868627,0.25379759,0.22455291,0.26634881,0.18405965,0.071241088,0.022508696,0.005191885,0.000525027,0.00011069
Montgomery County Community College,9,Two-year (public and private not-for-profit),2,1,PA,42091,Montgomery,0.50228029,0.4662379,0.010155977,2.12E-05,98504.89754,85200,0.629157243,0.065674327,0.128584,0.20459341,0.30855227,0.29259604,0.12503114,0.05016401,0.006621819,0.000178664
Moody Bible Institute,8,Nonselective four-year private not-for-profit,1,2,IL,17031,Cook,0.46110591,0.79610622,0.01601701,1.26E-05,91256.33023,78900,0.606214832,0.077346452,0.12457196,0.24841832,0.30046377,0.24919952,0.10583965,0.049679287,0.003035396,5.80E-05
Moore Norman Technology Center School District No. 17,9,Two-year (public and private not-for-profit),2,3,OK,40027,Cleveland,0.47030497,0.49088925,0.019327542,9.83E-05,65607.30647,61500,0.480092609,0.17009345,0.20341548,0.23480394,0.24792564,0.14376156,0.038539559,0.005290749,0.001474071,0.000196349
Moraine Park Technical College,9,Two-year (public and private not-for-profit),2,2,WI,55039,Fond du Lac,0.48441607,0.59031546,0.00515932,7.71E-07,79227.62971,74900,0.577613844,0.062306181,0.13856262,0.2838183,0.36606282,0.14925008,0.036403961,0.01374722,0.001163524,9.66E-05
Moraine Valley Community College,9,Two-year (public and private not-for-profit),2,2,IL,17031,Cook,0.50818777,0.49421161,0.012528741,0.000143204,96941.5433,87200,0.627974865,0.074572146,0.11953248,0.19033243,0.3200748,0.29548821,0.10451721,0.034818545,0.004987316,0.000834549
Moravian College,6,Selective private,1,1,PA,42095,Northampton,0.61180127,0.65276974,0.013847758,0,129114.4297,97100,0.688212136,0.040640593,0.10181656,0.17233273,0.30086413,0.38434592,0.19614202,0.10142504,0.014851609,0.001519832
Morehead State University,5,Selective public,1,3,KY,21205,Rowan,0.55071062,0.63076788,0.017078405,5.55E-05,72214.07813,65700,0.511668682,0.15837219,0.1764957,0.2410481,0.28006145,0.14402255,0.056963149,0.01525698,0.000721417,2.76E-05
Morehouse College,6,Selective private,1,3,GA,13121,Fulton,0.010027347,0.28754547,0.03098028,6.40E-05,136263.7031,81800,0.629855096,0.085088179,0.15818915,0.1977877,0.20784238,0.35109267,0.18619038,0.11027706,0.024155522,0.000800745
Morningside College,6,Selective private,1,2,IA,19193,Woodbury,0.63405091,0.67008138,0.018422524,0.000103684,82035.80155,67100,0.573077875,0.065455861,0.16847035,0.31678194,0.2766552,0.1726366,0.070145026,0.032310002,0.003162621,9.61E-05
Morton College,9,Two-year (public and private not-for-profit),2,2,IL,17031,Cook,0.56880736,0.38351721,0.02573115,6.22E-05,57927.97458,49700,0.439192861,0.19574378,0.25583813,0.27764857,0.19462664,0.076142848,0.022381263,0.003203017,0.00019966,2.83E-05
Motlow State Community College,9,Two-year (public and private not-for-profit),2,3,TN,47127,Moore,0.5641492,0.5615195,0.014705911,0.000455172,73893.4438,64700,0.51298357,0.13190046,0.19669943,0.25621301,0.28587714,0.12931003,0.041811977,0.015863843,0.001854448,0.000519198
Moultrie Technical College,9,Two-year (public and private not-for-profit),2,3,GA,13071,Colquitt,0.68085104,0.33148181,0.013395172,7.42E-05,40448.71094,28800,0.295831859,0.46426377,0.24559104,0.1493279,0.10582274,0.034994442,0.017232046,0.005487937,0.000505221,0.0001292
Mount Aloysius College,6,Selective private,1,1,PA,42021,Cambria,0.71232879,0.63473904,0.012886406,7.26E-05,74616.27865,57700,0.492791384,0.094685294,0.2636739,0.28939998,0.24215961,0.11008118,0.039521299,0.025361214,0.011271096,0.000162343
Mount Holyoke College,4,Highly selective private,1,1,MA,25015,Hampshire,0.99670511,0.48539832,0.025985811,0.002591815,194481.1162,108700,0.711841832,0.060082663,0.09487877,0.14655104,0.21037002,0.48811758,0.34953529,0.23000088,0.046659976,0.005123678
Mount Hood Community College,9,Two-year (public and private not-for-profit),2,4,OR,41051,Multnomah,0.5168159,0.51794279,0.013679622,2.15E-05,81952.66067,75000,0.570617492,0.094415098,0.16064526,0.23371097,0.31436658,0.19686212,0.063354015,0.024695966,0.003572341,0.000205838
Mount Ida College,6,Selective private,1,1,MA,25017,Middlesex,0.58463544,0.38508904,0.013384931,0,96558.23165,64900,0.5436715,0.12860689,0.21179298,0.20926249,0.23583731,0.21450034,0.12739132,0.0784894,0.012489671,9.84E-06
Mount Marty College,6,Selective private,1,2,SD,46135,Yankton,0.75547445,0.69883466,0.015407146,0.003736236,77565.32813,67100,0.546233892,0.082088545,0.20699422,0.27782029,0.29932567,0.13377129,0.060850356,0.01757676,0.000505221,0.00017036
Mount Mary University,6,Selective private,1,2,WI,55079,Milwaukee,0.984375,0.52027094,0.011010212,0.000115198,91833.02856,80800,0.608815083,0.083080061,0.14645416,0.2056604,0.286847,0.27795845,0.1157237,0.067747697,0.00419878,0.000372122
Mount Mercy University,6,Selective private,1,2,IA,19113,Linn,0.71803278,0.7183367,0.015141819,0.000120342,92016.75781,76500,0.598819455,0.053291287,0.14188464,0.26358974,0.32017565,0.22105864,0.079782605,0.04778672,0.006034686,0.000261578
Mount Saint Mary College,6,Selective private,1,1,NY,36071,Orange,0.7053892,0.55958039,0.03293195,3.37E-05,109246.9208,91700,0.639167245,0.080073819,0.11961895,0.17980142,0.24447015,0.37603575,0.18608673,0.060911216,0.009264315,0.000253095
Mount Saint Mary's University,6,Selective private,1,3,MD,24021,Frederick,0.53067994,0.62282288,0.009734285,0,146819.9583,111700,0.734882653,0.031252667,0.07901673,0.14389154,0.23355103,0.51228809,0.27116019,0.13466693,0.019158199,0.002988468
Mount San Antonio College,9,Two-year (public and private not-for-profit),2,4,CA,6037,Los Angeles,0.4897711,0.41002163,0.029531231,0.000852594,76053.56088,62800,0.519653259,0.16697124,0.19718918,0.21469712,0.21746394,0.20367861,0.084248394,0.026177416,0.002506215,0.000135724
Mount St. Mary's College,6,Selective private,1,4,CA,6037,Los Angeles,0.988006,0.46282801,0.063886866,0.001505215,67906.38965,48500,0.458610876,0.21239695,0.26099676,0.21240294,0.15543248,0.1587709,0.068216532,0.035419803,0.004641016,0.000199248
Mount Vernon Nazarene University,6,Selective private,1,2,OH,39083,Knox,0.57751936,0.75805026,0.008019958,2.73E-05,94553.54348,77200,0.600154165,0.054846611,0.1320021,0.27979901,0.30264473,0.23070759,0.094751202,0.046127856,0.006232522,0.000163214
Mount Wachusett Community College,9,Two-year (public and private not-for-profit),2,1,MA,25027,Worcester,0.51567709,0.44078699,0.013896435,2.89E-05,80260.45608,71400,0.556759695,0.10659318,0.16378994,0.24432391,0.30043304,0.18486002,0.074326523,0.027064379,0.001250268,0.000116077
Mountain Empire Community College,9,Two-year (public and private not-for-profit),2,3,VA,51195,Wise,0.56445158,0.55278534,0.013600303,0,52755.37216,43000,0.396868108,0.26634315,0.24775261,0.25760457,0.17115876,0.057141092,0.010095372,0.008874063,0.002191182,6.53E-05
Mt. San Jacinto College,9,Two-year (public and private not-for-profit),2,4,CA,6065,Riverside,0.53867406,0.48600879,0.016137306,0.000199493,81050.92463,71000,0.557431874,0.12712027,0.16412196,0.22651379,0.26996809,0.21227595,0.070351206,0.021360073,0.002942539,0
Muhlenberg College,4,Highly selective private,1,1,PA,42077,Lehigh,0.57692307,0.65518183,0.010286807,0.002026057,268464.8323,150300,0.819506919,0.022099353,0.036918752,0.070275374,0.18310079,0.68760568,0.48733062,0.32174984,0.077504151,0.008753814
Multnomah University,8,Nonselective four-year private not-for-profit,1,4,OR,41051,Multnomah,0.55000001,0.77633077,0.014522634,0,102629.9543,80500,0.603007043,0.064722911,0.16614869,0.20709325,0.32822222,0.23381305,0.075887561,0.064008296,0.013957002,0.003195667
Murray State University,5,Selective public,1,3,KY,21035,Calloway,0.56134969,0.65127045,0.014342665,0,98660.11332,79800,0.603603345,0.08418864,0.14025402,0.21882853,0.29217359,0.26455528,0.10266664,0.044983517,0.007773615,0.000739907
Musicians Institute,10,Four-year for-profit,1,4,CA,6037,Los Angeles,0.18768328,0.28815848,0.003276778,1.06E-05,116335.8802,77400,0.585523744,0.13646387,0.14773466,0.21965183,0.19386087,0.30228883,0.13821261,0.094014294,0.019599538,0.002671216
Muskegon Community College,9,Two-year (public and private not-for-profit),2,2,MI,26121,Muskegon,0.50915885,0.53941441,0.007570709,0,81025.3529,73400,0.567613967,0.088373594,0.15780565,0.25027016,0.32371554,0.17983507,0.05724287,0.026614217,0.003259447,5.05E-05
Muskingum University,6,Selective private,1,2,OH,39119,Muskingum,0.50131696,0.68614471,0.009334954,4.36E-05,107087.1139,83100,0.640504543,0.046444092,0.10749489,0.24435303,0.33986178,0.26184618,0.12370618,0.061290167,0.009529971,8.69E-05
NHTI  - Concord's Community College,9,Two-year (public and private not-for-profit),2,1,NH,33013,Merrimack,0.50443953,0.49473113,0.010706267,0.000428037,87524.17806,76600,0.59866737,0.061843101,0.1548181,0.24361433,0.32453534,0.21518926,0.079952754,0.033116177,0.005464967,0.000204697
Napa Valley College,9,Two-year (public and private not-for-profit),2,4,CA,6055,Napa,0.55396259,0.44841668,0.0163964,5.68E-05,86412.95092,75000,0.574447215,0.099417672,0.16618508,0.2272763,0.27082598,0.23629498,0.096631296,0.037226222,0.003387758,8.79E-05
Nash Community College,9,Two-year (public and private not-for-profit),2,3,NC,37127,Nash,0.58540922,0.43625298,0.008338488,0,66139.2577,57600,0.48206675,0.20017375,0.20645668,0.21905434,0.2259434,0.14837182,0.044048879,0.018750552,0.002171074,4.93E-05
Nashua Community College,9,Two-year (public and private not-for-profit),2,1,NH,33011,Hillsborough,0.43092105,0.48142672,0.015832283,7.96E-05,92566.07741,81500,0.618727285,0.077254742,0.12169112,0.21918434,0.31125802,0.27061173,0.11852702,0.044377171,0.00558762,9.70E-05
Nashville State Community College,9,Two-year (public and private not-for-profit),2,3,TN,47037,Davidson,0.4608632,0.44397461,0.009370385,4.50E-06,84263.70204,65400,0.531795499,0.13043498,0.20737137,0.22607027,0.2531592,0.18296421,0.07908237,0.038023371,0.007663357,0.000702365
Nassau Community College,9,Two-year (public and private not-for-profit),2,1,NY,36059,Nassau,0.44986194,0.40400016,0.022971351,0.000314139,96741.19955,80100,0.596767624,0.10617213,0.1599206,0.19030699,0.23773149,0.30586869,0.13855697,0.048121925,0.006262029,0.000510878
National College,10,Four-year for-profit,1,3,KY,21067,Fayette,0.86813188,0.40255103,0.007009848,0.000137645,43822.68749,39100,0.33885548,0.30423602,0.29593319,0.23218895,0.12765312,0.03998879,0.011277797,0.006021958,0.000517502,9.74E-05
National College Of Business And Technology,11,Two-year for-profit,2,3,TN,47037,Davidson,,0.34343642,0.006422097,0,52785.01015,44400,0.389196426,0.29403099,0.23663929,0.24461955,0.17489055,0.049819585,0.009028827,0.009028827,0.000185921,3.41E-05
National Park Community College,9,Two-year (public and private not-for-profit),2,3,AR,5051,Garland,0.59278351,0.51752985,0.016710524,0.000997116,60201.63909,48900,0.42793713,0.22749025,0.24802163,0.24828179,0.17990926,0.096297078,0.034218512,0.016224574,0.003692963,4.66E-05
Nationwide Beauty Academy,11,Two-year for-profit,2,2,OH,39049,Franklin,0.94427246,0.56152076,0.002296592,0.000142911,67115.39063,65000,0.591623505,0.11088269,0.18514822,0.2351983,0.29413146,0.1746394,0.046373665,0.023944965,0.003142044,0.000294718
Naugatuck Valley Community College,9,Two-year (public and private not-for-profit),2,1,CT,9009,New Haven,0.49860594,0.41309735,0.014501106,3.49E-05,85945.57142,75300,0.574265799,0.10276014,0.16604765,0.20856383,0.29953253,0.2230958,0.075828962,0.023804488,0.003364499,0.000873054
Navarro College,9,Two-year (public and private not-for-profit),2,3,TX,48349,Navarro,0.49354959,0.47051013,0.018026616,0.000394457,68070.42786,56000,0.478803742,0.18396315,0.2252246,0.22961524,0.2232666,0.13793048,0.041285884,0.019308623,0.002825379,2.55E-05
Nazareth College Of Rochester,6,Selective private,1,1,NY,36055,Monroe,0.74024737,0.67467672,0.006732853,9.18E-05,125568.3928,100500,0.679554747,0.04527235,0.10648646,0.15828338,0.27640384,0.41355404,0.1826594,0.079191133,0.012079916,0.001082506
Nebraska Wesleyan University,6,Selective private,1,2,NE,31109,Lancaster,0.54989815,0.74488354,0.006083061,6.23E-05,118685.4894,88200,0.665814209,0.037686419,0.12689742,0.2057825,0.29863748,0.33099619,0.19788882,0.11863111,0.02061519,0.000145097
Neumann University,6,Selective private,1,1,PA,42045,Delaware,0.56799036,0.51617986,0.013220158,2.34E-05,100182.2506,85200,0.62214487,0.079546481,0.15048048,0.19700366,0.25201768,0.32095164,0.13838549,0.056990989,0.01110197,0.000107565
Nevada State College,7,Nonselective four-year public,1,4,NV,32003,Clark,,0.63244408,0.000452451,0,114253.7708,88500,0.651915888,0.040714871,0.14529888,0.22532046,0.26549599,0.3231698,0.14721632,0.071762174,0.019330727,0.000184174
New Castle School Of Trades,11,Two-year for-profit,2,1,PA,42073,Lawrence,0.012121212,0.33624691,0.041861355,2.33E-05,57882.89583,50400,0.448635459,0.2063919,0.23567006,0.25833324,0.18973374,0.10987121,0.036180854,0.02394975,0.000505221,0.0001292
New England College,6,Selective private,1,1,NH,33013,Merrimack,0.48811701,0.54126394,0.008709291,0,161720.5338,94400,0.686477433,0.056638002,0.080901951,0.22524939,0.21684979,0.42036086,0.28043064,0.16036697,0.031236695,0.003961149
New England Culinary Institute,10,Four-year for-profit,1,1,VT,50023,Washington,0.32022473,0.44614711,0.01560937,0.000595717,139945.0573,91600,0.642297169,0.10379833,0.11187029,0.20151144,0.29063168,0.29218829,0.19838527,0.11761545,0.025063341,0.00157337
New England Institute Of Art ,10,Four-year for-profit,1,1,MA,25021,Norfolk,0.22100122,0.35712895,0.011120304,0,96417.0907,73500,0.584409344,0.09626653,0.16861624,0.20931913,0.2512207,0.27457744,0.11629165,0.057957005,0.011116961,0.00116381
New England Institute Of Technology,8,Nonselective four-year private not-for-profit,1,1,RI,44003,Kent,0.15509762,0.42509678,0.019461485,0.000444383,86428.23506,71400,0.551083839,0.1201888,0.1687908,0.2379145,0.27797362,0.19513226,0.076255478,0.026781145,0.005097159,0.000550074
New Jersey City University,5,Selective public,1,1,NJ,34017,Hudson,0.55976182,0.39167926,0.053184673,0,65974.6429,51600,0.468223509,0.20409746,0.23973106,0.2074973,0.20003566,0.14863858,0.054122761,0.013071922,0.000940018,1.60E-05
New Jersey Institute Of Technology,5,Selective public,1,1,NJ,34013,Essex,0.19858542,0.54578364,0.064678028,0.001088572,96139.37753,84000,0.614826707,0.10139067,0.14811336,0.17728084,0.23407128,0.33914387,0.16047651,0.052913509,0.003841406,3.10E-05
New Mexico Highlands University,5,Selective public,1,4,NM,35047,San Miguel,0.51759529,0.42403561,0.03087878,8.43E-05,63212.54701,48500,0.43562461,0.2117561,0.28071004,0.21445343,0.19690181,0.096178696,0.03199606,0.01476214,0.000743584,9.40E-06
New Mexico Institute Of Mining & Technology,3,Highly selective public,1,4,NM,35053,Socorro,0.24398625,0.55509168,0.039902415,0.003010631,101146.0309,91800,0.634921062,0.083693519,0.11527976,0.16408581,0.30106065,0.33588043,0.12867035,0.035787039,0.003925613,0.000236003
New Mexico Junior College,9,Two-year (public and private not-for-profit),2,4,NM,35025,Lea,0.49290445,0.50643587,0.043387808,0,64578.32568,50000,0.438503974,0.22042319,0.22588304,0.25032747,0.22513828,0.078227974,0.034217238,0.010344202,0.003472234,0.00085755
New Mexico Military Institute,9,Two-year (public and private not-for-profit),2,4,NM,35005,Chaves,0.12093023,0.53963584,0.000256804,0,104242.987,75600,0.601830423,0.083857328,0.16667362,0.19597062,0.21108007,0.34241831,0.14676239,0.064611651,0.013691122,0.003434505
New Mexico State University,5,Selective public,1,4,NM,35013,Dona Ana,0.53544509,0.50467598,0.031813055,0.000815904,72136.26509,59300,0.496872561,0.17891996,0.20606785,0.22498024,0.22004752,0.16998446,0.069609202,0.027074102,0.002120458,0.000113073
New River Community College,9,Two-year (public and private not-for-profit),2,3,VA,51155,Pulaski,0.44015661,0.50487655,0.014175446,6.14E-05,86112.28781,68000,0.553212079,0.11660808,0.15355819,0.26937675,0.2685805,0.19187649,0.085615762,0.03489697,0.004565862,0.001042512
New School - The,8,Nonselective four-year private not-for-profit,1,1,NY,36061,New York,0.64910251,0.37495244,0.029008023,0.00116554,255928.3886,95800,0.651620765,0.10642795,0.13596874,0.15525234,0.16399533,0.43835562,0.3077012,0.21190129,0.068522647,0.009841015
New York City College Of Technology Of The City University Of New,5,Selective public,1,1,NY,36047,Kings,0.4450168,0.2838347,0.083340757,0.000701404,44382.75899,33500,0.332844288,0.35256514,0.30930227,0.19073737,0.10102535,0.046369798,0.014088112,0.003965247,0.001081995,0.00024917
New York Institute Of Technology,6,Selective private,1,1,NY,36059,Nassau,0.374477,0.44189641,0.054028045,1.51E-05,109147.5257,78500,0.582726403,0.1460806,0.15807363,0.17092805,0.2020147,0.32290301,0.18521331,0.089532375,0.015220797,0.001074037
New York University,2,Other elite schools (public and private),1,1,NY,36061,New York,0.59816337,0.46595636,0.036272708,0.005171831,294568.5741,130500,0.735824716,0.069385424,0.092358157,0.11398175,0.14868265,0.57559204,0.42581347,0.29055226,0.088063702,0.012611305
Newberry College,6,Selective private,1,3,SC,45071,Newberry,0.44494382,0.58970016,0.00889559,0,104293.1713,80400,0.599340136,0.10861123,0.1374595,0.19048509,0.30177781,0.26166642,0.11981016,0.055408418,0.018393574,0.002279566
Newman University,6,Selective private,1,2,KS,20173,Sedgwick,0.61538464,0.71841276,0.003439665,6.95E-05,126922.1667,91400,0.667326033,0.041185804,0.098804988,0.18933938,0.32600522,0.34466457,0.18109602,0.074881427,0.008060313,0.003211436
Niagara County Community College,9,Two-year (public and private not-for-profit),2,1,NY,36063,Niagara,0.50863421,0.47508001,0.009828439,0,77415.73787,71900,0.554511543,0.11744399,0.15988342,0.22966143,0.31143799,0.18157314,0.049110707,0.012708103,0.000887964,2.40E-05
Niagara University,6,Selective private,1,1,NY,36063,Niagara,0.58451176,0.58892775,0.0149982,0.001348221,115038.437,92300,0.658360237,0.058389734,0.12291849,0.16966958,0.29822019,0.35080203,0.16176812,0.056597143,0.01112553,0.001424746
Nicholls State University,5,Selective public,1,3,LA,22057,Lafourche,0.59549314,0.58080882,0.028574781,0.001293777,82153.84375,69800,0.544537306,0.15255252,0.17875397,0.1999152,0.27096039,0.197818,0.078444153,0.03166768,0.00516635,0.00072176
Nichols College,6,Selective private,1,1,MA,25027,Worcester,0.37612614,0.54068261,0.023336964,8.33E-05,116099.6927,95300,0.67345804,0.044593908,0.11432024,0.16441435,0.26055092,0.41612059,0.18504526,0.089831747,0.014956756,0.00021081
Nicolet Area Technical College,9,Two-year (public and private not-for-profit),2,2,WI,55085,Oneida,0.55291003,0.53570527,0.004528896,6.21E-06,70251.93836,63100,0.50499869,0.1228774,0.21188246,0.30955151,0.24679746,0.10889113,0.051008221,0.019567141,0.003333587,0.000167497
Norfolk State University,5,Selective public,1,3,VA,51710,Norfolk City,0.60959834,0.24161606,0.034440201,0,57969.45947,48000,0.435054953,0.20608868,0.27455106,0.23835009,0.18058281,0.10042739,0.027081393,0.005233771,0.000185572,7.02E-05
North Arkansas College,9,Two-year (public and private not-for-profit),2,3,AR,5009,Boone,0.54527164,0.62583512,0.020387795,0,56690.36981,45000,0.412640267,0.22416376,0.26791367,0.28322482,0.15108706,0.07361076,0.025862556,0.018166754,0.001605573,3.20E-05
North Carolina Agricultural & Technical State University,5,Selective public,1,3,NC,37081,Guilford,0.51628309,0.28377649,0.027148971,0,66564.58796,52600,0.473923417,0.172298,0.26935199,0.21297681,0.19982088,0.14555232,0.049310021,0.011779798,0.002160726,5.24E-05
North Carolina Central University,5,Selective public,1,3,NC,37063,Durham,0.58376694,0.25741327,0.028412145,0.000532858,60995.51342,45600,0.432335963,0.21139999,0.29256994,0.20461482,0.18521361,0.10620157,0.035971306,0.006724975,0.001674898,0.00053368
North Carolina State University,5,Selective public,1,3,NC,37183,Wake,0.41859102,0.64276087,0.013513586,0.00060019,154271.3437,111400,0.722102927,0.042567462,0.082309589,0.14161217,0.23833674,0.49517399,0.28692931,0.14253864,0.022383779,0.001122325
North Carolina Wesleyan College,6,Selective private,1,3,NC,37127,Nash,0.58504671,0.42994827,0.01446971,0,88618.65881,63100,0.526760469,0.14657028,0.22897138,0.19311367,0.2032764,0.22806831,0.10183462,0.043687969,0.009507109,3.36E-05
North Central College,6,Selective private,1,2,IL,17043,Dupage,0.59042329,0.64805901,0.01095138,1.16E-05,143799.5913,103700,0.712762581,0.034014158,0.083188772,0.16603683,0.29315388,0.42360634,0.22115414,0.101014,0.018419025,0.004239158
North Central Kansas Technical College,9,Two-year (public and private not-for-profit),2,2,KS,20123,Mitchell,0.11151079,0.64476061,0.006203154,0.000172635,74786.25521,58900,0.512310127,0.11959387,0.19976375,0.34819964,0.2003673,0.13207546,0.054896198,0.028983092,0.005782018,0.000210551
North Central Michigan College,9,Two-year (public and private not-for-profit),2,2,MI,26047,Emmet,0.59500444,0.54818577,0.008445852,0,79873.58937,60500,0.506352324,0.11962216,0.21805927,0.29395038,0.24497463,0.12339353,0.043009922,0.018821524,0.004116289,0.000806212
North Central Missouri College,9,Two-year (public and private not-for-profit),2,2,MO,29079,Grundy,0.61583579,0.65635186,0.011839986,8.59E-05,60546.97656,57900,0.47448796,0.14708339,0.23284245,0.32117388,0.24726021,0.051640145,0.023453889,0.012822495,0.001588421,0.000140318
North Central State College,9,Two-year (public and private not-for-profit),2,2,OH,39139,Richland,0.63487917,0.57396734,0.01094767,0,65564.478,60100,0.490762279,0.11625131,0.2266244,0.30538431,0.26872236,0.083017625,0.023706803,0.011523082,0.002105226,0
North Central Texas College,9,Two-year (public and private not-for-profit),2,3,TX,48097,Cooke,0.5362615,0.55137706,0.01539164,0,92210.72963,79800,0.591510389,0.10914198,0.14560725,0.19952634,0.27477467,0.27094981,0.1203316,0.050143804,0.005930963,0.000202271
North Central University,6,Selective private,1,2,MN,27053,Hennepin,0.58531743,0.77255654,0.008386738,7.71E-05,85083.23958,74000,0.589677632,0.0591686,0.15353702,0.26573941,0.32647261,0.19508232,0.075744316,0.027210481,0.003998706,0.0001292
